sector,desc
Broadcasting and Content Providers,"Industries in the Broadcasting and Content Providers subsector include establishments that create content or acquire the right to distribute content and subsequently broadcast or distribute that content. The industry groups (Radio and Television Broadcasting Stations and Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers) are based on differences in the methods of communication and the nature of services provided. The Radio and Television Broadcasting Stations industry group includes establishments that operate radio or television broadcasting stations for the programming and transmission of programs to the public. Programming may originate in their own studio, from an affiliated network, or from external sources. The Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers industry group includes establishments providing media streaming distribution services, operating social network sites, operating media broadcasting and cable television networks, and supplying information, such as news reports, articles, pictures, and features, to the news media. The establishments classified in this subsector are often engaged in the production and purchase of programs and other textual, audio, and/or video content, and they typically generate revenues from the sale of advertising space and air time, subscriptions, donations, subsidies, and/or the sale of programs."
Motion Picture and Sound Recording Industries," Industries in the Motion Picture and Sound Recording Industries subsector group establishments involved in the  production and distribution of motion pictures and sound recordings. While producers and distributors of motion  pictures and sound recordings issue works for sale as traditional publishers do, the processes are sufficiently  different to warrant placing establishments engaged in these activities in a separate subsector. Production is  typically a complex process that involves several distinct types of establishments that are engaged in activities, such  as contracting with performers, creating the film or sound content, and providing technical postproduction services.  Film distribution is often to exhibitors, such as theaters and broadcasters, rather than through the wholesale and  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ retail distribution chain. When the product is in a mass-produced form, NAICS treats production and distribution as  the major economic activity as it does in the Publishing Industries subsector, rather than as a subsidiary activity to  the manufacture of such products.   This subsector does not include establishments primarily engaged in the wholesale distribution of video and sound  recordings, such as compact discs and audio tapes; these establishments are included in the Wholesale Trade sector.  Reproduction of video and sound recordings that is carried out separately from establishments engaged in  production and distribution is treated in NAICS as a manufacturing activity. Establishments that primarily acquire  the rights to distribute video and sound recordings to the public via television or radio broadcast or streaming  distribution services are classified in Subsector 516, Broadcasting and Content Providers. Establishments using  facilities and infrastructure that they operate to distribute cable and satellite television subscription programming are  included in Subsector 517, Telecommunications. "
Radio and Television Broadcasting Stations," This industry group comprises establishments operating radio or television broadcasting stations for the  programming and transmission of programs to the public. Programming may originate in their own studio, from an  affiliated network, or from external sources. "
Radio Broadcasting Stations," This industry group comprises establishments operating radio or television broadcasting stations for the  programming and transmission of programs to the public. Programming may originate in their own studio, from an  affiliated network, or from external sources. "
Radio Broadcasting Stations," This industry group comprises establishments operating radio or television broadcasting stations for the  programming and transmission of programs to the public. Programming may originate in their own studio, from an  affiliated network, or from external sources. "
Television Broadcasting Stations," This industry comprises establishments primarily engaged in broadcasting aural programs by radio to the public.  These establishments operate radio broadcasting studios and facilities for the programming and transmission of  programs to the public. Programming may originate in their own studio, from an affiliated network, or from  external sources.  Cross-References. Establishments primarily engaged in--  ÃÂÃÂ¢ÃÂÃÂÃÂÃÂ¢ Operating radio broadcasting networks, including satellite radio networks--are classified in Industry  516210, Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content  Providers; and  Producing radio program recordings--are classified in Industry 512290, Other Sound Recording Industries. "
Television Broadcasting Stations," This industry comprises establishments primarily engaged in broadcasting aural programs by radio to the public.  These establishments operate radio broadcasting studios and facilities for the programming and transmission of  programs to the public. Programming may originate in their own studio, from an affiliated network, or from  external sources.  Cross-References. Establishments primarily engaged in--  ÃÂÃÂ¢ÃÂÃÂÃÂÃÂ¢ Operating radio broadcasting networks, including satellite radio networks--are classified in Industry  516210, Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content  Providers; and  Producing radio program recordings--are classified in Industry 512290, Other Sound Recording Industries. "
Telecommunications," This industry comprises establishments primarily engaged in broadcasting images together with sound. These  establishments operate television broadcasting studios and facilities for the programming and transmission of  programs to the public. Programming may originate in their own studio, from an affiliated network, or from  external sources.  Cross-References. Establishments primarily engaged in--  Providing cable and satellite television distribution services using facilities and infrastructure that they  operate--are classified in U.S. Industry 517111, Wired Telecommunications Carriers;  Producing television programs--are classified in Industry 512110, Motion Picture and Video Production;  and  Producing and broadcasting television programs for cable and satellite television systems--are classified in  Industry 516210, Media Streaming Distribution Services, Social Networks, and Other Media Networks and  Content Providers.  5162 Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content  Providers TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ 51621 Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content  Providers See industry description for 516210.  516210 Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content  Providers   This industry comprises establishments primarily providing media streaming distribution services, operating social  network sites, operating media broadcasting and cable television networks, and supplying information, such as news  reports, articles, pictures, and features, to the news media. These establishments distribute textual, audio, and/or  video content of general or specific interest.  Illustrative Examples:  Broadcasting networks, radio Social network sites, Internet  Broadcasting networks, television Stand-alone streaming services  Cable broadcasting networks Subscription Video on Demand (SVOD) services  Cable television networks Syndicates, news  Internet broadcasting Virtual Multichannel Video Programming  Pay-per-view cable programming Distributors (vMVPDs)  Satellite radio networks Web broadcasting  Satellite television networks Wiki sites, Internet Cross-References. Establishments primarily engaged in--  Operating radio and television broadcasting stations--are classified in Industry Group 5161, Radio and  Television Broadcasting Stations;  Providing cable and satellite television distribution services using facilities and infrastructure that they  operate--are classified in U.S. Industry 517111, Wired Telecommunications Carriers;  Operating Web sites that use search engines to allow for searching information on the Internet--are  classified in Industry 519290, Web Search Portals and All Other Information Services;  Producing radio program recordings--are classified in Industry 512290, Other Sound Recording Industries;  Producing television programs--are classified in Industry 512110, Motion Picture and Video Production;  Acquiring distribution rights and distributing motion pictures and videos to motion picture theaters,  television networks and stations, other media broadcast and streaming outlets, and exhibitors--are classified  in Industry 512120, Motion Picture and Video Distribution;  Publishing, or publishing and distributing, content they create or own, including game software and gaming  site publishers--are classified in Subsector 513, Publishing Industries;  Formatting content, provided by a customer, for streaming and providing hosting and infrastructure support  on behalf of the content owner, generally on a contract or fee basis, including game server hosting  providers--are classified in Industry 518210, Computing Infrastructure Providers, Data Processing, Web  Hosting, and Related Services; and  Independent performing, writing, and journalism, including photojournalists and musicians--are classified  in Subsector 711, Performing Arts, Spectator Sports, and Related Industries. "
Wired Telecommunications Carriers,"This U.S. industry comprises establishments primarily engaged in operating, maintaining, and/or providing access to transmission facilities and infrastructure that they own and/or lease for the transmission of voice, data, text, sound, and video using wired telecommunications networks. Transmission facilities may be based on a single technology or a combination of technologies. Establishments in this industry use the wired telecommunications network facilities that they operate to provide a variety of services, such as wired telephony services, including VoIP services; wired (cable) audio and video programming distribution; and wired broadband Internet services. By exception, establishments providing satellite television distribution services using facilities and infrastructure that they operate are included in this industry."
Telecommunications Resellers," Industries in the Telecommunications subsector group establishments that provide telecommunications and the  services related to that activity (e.g., telephony, including Voice over Internet Protocol (VoIP); cable and satellite  television distribution services; Internet access; telecommunications reselling services). The Telecommunications  subsector is primarily engaged in operating and/or providing access to facilities for the transmission of voice, data,  text, sound, and video. Transmission facilities may be based on a single technology or a combination of  technologies.   Establishments primarily engaged as independent contractors in the installation and maintenance of  telecommunications systems are classified in Sector 23, Construction.  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ 5171 Wired and Wireless Telecommunications (except Satellite)   This industry group comprises establishments primarily engaged in (1) operating transmission facilities and  infrastructure that they own and/or lease, and providing telecommunications services using wired and wireless  telecommunications networks; (2) reselling wired and wireless telecommunications services (except satellite); and  (3) acting as agents for wireless telecommunications services.  51711 Wired and Wireless Telecommunications Carriers (except Satellite)   This industry comprises establishments primarily engaged in operating, maintaining, and/or providing access to  switching and transmission facilities and infrastructure that they own and/or lease for the transmission of voice, data,  text, sound, and video using wired and wireless telecommunications networks (except satellite). Transmission  facilities may be based on a single technology or a combination of technologies. By exception, establishments  providing satellite television distribution services using facilities and infrastructure that they operate are included in  this industry.  Illustrative Examples:  Broadband Internet service providers, wired (e.g., VoIP service providers, using own operated wired  cable, DSL) telecommunications infrastructure  Cable television distribution services Wireless Internet service providers, except satellite  Cellular telephone service carriers Wireless telecommunications carriers, except satellite  Direct-to-home satellite system (DTH) services Wireless telephone communications carriers, except  Satellite television distribution systems satellite Telecommunications carriers, wired and wireless  Cross-References. Establishments primarily engaged in--  Operating television and radio broadcasting networks, including satellite television and radio networks, that  produce media programming for distribution through cable, satellite, streaming, or Internet broadcasting-- are classified in Industry 51621, Media Streaming Distribution Services, Social Networks, and Other Media  Networks and Content Providers;  Operating radio and television broadcasting stations--are classified in Industry Group 5161, Radio and  Television Broadcasting Stations;  Reselling telecommunications services (except satellite telecommunications), without operating a network,  and/or acting as agents for wireless telecommunications services, including operating as mobile virtual  network operators (MVNOs)--are classified in Industry 51712, Telecommunications Resellers and Agents  for Wireless Telecommunication Services;  Operating and maintaining satellite network infrastructure that they own and/or lease and/or reselling  satellite telecommunications services--are classified in Industry 51741, Satellite Telecommunications;  Providing Internet access services via client-supplied telecommunications connections (e.g., dial-up ISPs)-- are classified in Industry 51781, All Other Telecommunications;  Providing voice over Internet protocol (VoIP) services via client-supplied telecommunications connections- -are classified in Industry 51781, All Other Telecommunications; and  Providing expert advice in the field of information technology or in integrating communication and  computer systems--are classified in Industry 54151, Computer Systems Design and Related Services. "
Agents for Wireless Telecommunications Services," This U.S. industry comprises establishments primarily engaged in operating, maintaining, and/or providing access  to transmission facilities and infrastructure that they own and/or lease for the transmission of voice, data, text,  sound, and video using wired telecommunications networks. Transmission facilities may be based on a single  technology or a combination of technologies. Establishments in this industry use the wired telecommunications  network facilities that they operate to provide a variety of services, such as wired telephony services, including VoIP  services; wired (cable) audio and video programming distribution; and wired broadband Internet services. By  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ exception, establishments providing satellite television distribution services using facilities and infrastructure that  they operate are included in this industry.  Illustrative Examples:  Broadband Internet service providers, wired (e.g., Multichannel multipoint distribution  cable, DSL) services (MMDS)  Cable television distribution services Satellite television distribution systems  Closed-circuit television (CCTV) services Telecommunications carriers, wired  Direct-to-home satellite system (DTH) services VoIP service providers, using own operated wired  Local telephone carriers, wired telecommunications infrastructure Long-distance telephone carriers, wired  Cross-References. Establishments primarily engaged in--  Operating and maintaining wireless telecommunications networks--are classified in U.S. Industry 517112,  Wireless Telecommunications Carriers (except Satellite);  Operating television and radio broadcasting networks, including satellite television and radio networks, that  produce media programming for distribution through cable, satellite, streaming, or Internet broadcasting-- are classified in Industry 516210, Media Streaming Distribution Services, Social Networks, and Other  Media Networks and Content Providers;  Operating radio and television broadcasting stations--are classified in Industry Group 5161, Radio and  Television Broadcasting Stations;  Reselling telecommunications services (except satellite telecommunications and agents for wireless  telecommunications services), without operating a network--are classified in U.S. Industry 517121,  Telecommunications Resellers;  Acting as agents for wireless telecommunications services, including operating as agents for mobile virtual  network operators (MVNOs)--are classified in U.S. Industry 517122, Agents for Wireless  Telecommunications Services;  Reselling satellite telecommunications services--are classified in Industry 517410, Satellite  Telecommunications;  Providing Internet access services via client-supplied telecommunications connections (e.g., dial-up ISPs)-- are classified in Industry 517810, All Other Telecommunications;  Providing voice over Internet protocol (VoIP) services via client-supplied telecommunications connections- -are classified in Industry 517810, All Other Telecommunications; and  Providing expert advice in the field of information technology or in integrating communication and  computer systems--are classified in Industry 54151, Computer Systems Design and Related Services.  517112 Wireless Telecommunications Carriers (except Satellite)   This U.S. industry comprises establishments primarily engaged in operating and maintaining switching and  transmission facilities to provide communications via the airwaves. Establishments in this industry have spectrum  licenses and provide services using that spectrum, such as cellular phone services, paging services, wireless Internet  access, and wireless video services.  Illustrative Examples:  Cellular telephone service carriers Wireless telephone communications carriers, except  Wireless Internet service providers, except satellite satellite Paging services, except satellite  Cross-References. Establishments primarily engaged in--  Operating and maintaining wired telecommunications networks--are classified in U.S. Industry 517111,  Wired Telecommunications Carriers;  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Operating and maintaining satellite network infrastructure that they own and/or lease--are classified in  Industry 517410, Satellite Telecommunications;  Providing satellite television distribution services--are classified in U.S. Industry 517111, Wired  Telecommunications Carriers;  Acting as agents for wireless telecommunications services, including operating as agents for mobile virtual  network operators (MVNOs)--are classified in U.S. Industry 517122, Agents for Wireless  Telecommunications Services; and  Providing expert advice in the field of information technology or in integrating communication and  computer systems--are classified in Industry 54151, Computer Systems Design and Related Services.  51712 Telecommunications Resellers and Agents for Wireless Telecommunication Services   This industry comprises establishments primarily engaged in (1) purchasing access and network capacity from  owners and operators of telecommunications networks and reselling wired and wireless telecommunications services  to businesses and households (except satellite telecommunications) or (2) acting as agents for wireless  telecommunications carriers and resellers, selling wireless plans on a commission basis. Establishments in this  industry do not operate as telecommunications carriers. Mobile virtual network operators (MVNOs) are included in  this industry.  Illustrative Examples:  Agents for wireless telecommunications carriers Wired telecommunications resellers  Cellular telephone stores, selling cellular phone Wireless phone service plan sales agents, selling on  service plans on an agent basis behalf of wireless telecommunications carriers  Mobile phone stores, selling mobile phone service Wireless telecommunications resellers (except  plans on an agent basis satellite telecommunications) Cross-References. Establishments primarily engaged in--  Operating and maintaining wired and wireless telecommunications networks (except satellite)--are  classified in Industry 51711, Wired and Wireless Telecommunications Carriers (except Satellite);  Reselling satellite telecommunications services--are classified in Industry 51741, Satellite  Telecommunications; and  Reselling cellular telephones and accessories without selling service plans--are classified in Sector 42, "
Telecommunications Resellers," Industries in the Telecommunications subsector group establishments that provide telecommunications and the  services related to that activity (e.g., telephony, including Voice over Internet Protocol (VoIP); cable and satellite  television distribution services; Internet access; telecommunications reselling services). The Telecommunications  subsector is primarily engaged in operating and/or providing access to facilities for the transmission of voice, data,  text, sound, and video. Transmission facilities may be based on a single technology or a combination of  technologies.   Establishments primarily engaged as independent contractors in the installation and maintenance of  telecommunications systems are classified in Sector 23, Construction.  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ 5171 Wired and Wireless Telecommunications (except Satellite)   This industry group comprises establishments primarily engaged in (1) operating transmission facilities and  infrastructure that they own and/or lease, and providing telecommunications services using wired and wireless  telecommunications networks; (2) reselling wired and wireless telecommunications services (except satellite); and  (3) acting as agents for wireless telecommunications services.  51711 Wired and Wireless Telecommunications Carriers (except Satellite)   This industry comprises establishments primarily engaged in operating, maintaining, and/or providing access to  switching and transmission facilities and infrastructure that they own and/or lease for the transmission of voice, data,  text, sound, and video using wired and wireless telecommunications networks (except satellite). Transmission  facilities may be based on a single technology or a combination of technologies. By exception, establishments  providing satellite television distribution services using facilities and infrastructure that they operate are included in  this industry.  Illustrative Examples:  Broadband Internet service providers, wired (e.g., VoIP service providers, using own operated wired  cable, DSL) telecommunications infrastructure  Cable television distribution services Wireless Internet service providers, except satellite  Cellular telephone service carriers Wireless telecommunications carriers, except satellite  Direct-to-home satellite system (DTH) services Wireless telephone communications carriers, except  Satellite television distribution systems satellite Telecommunications carriers, wired and wireless  Cross-References. Establishments primarily engaged in--  Operating television and radio broadcasting networks, including satellite television and radio networks, that  produce media programming for distribution through cable, satellite, streaming, or Internet broadcasting-- are classified in Industry 51621, Media Streaming Distribution Services, Social Networks, and Other Media  Networks and Content Providers;  Operating radio and television broadcasting stations--are classified in Industry Group 5161, Radio and  Television Broadcasting Stations;  Reselling telecommunications services (except satellite telecommunications), without operating a network,  and/or acting as agents for wireless telecommunications services, including operating as mobile virtual  network operators (MVNOs)--are classified in Industry 51712, Telecommunications Resellers and Agents  for Wireless Telecommunication Services;  Operating and maintaining satellite network infrastructure that they own and/or lease and/or reselling  satellite telecommunications services--are classified in Industry 51741, Satellite Telecommunications;  Providing Internet access services via client-supplied telecommunications connections (e.g., dial-up ISPs)-- are classified in Industry 51781, All Other Telecommunications;  Providing voice over Internet protocol (VoIP) services via client-supplied telecommunications connections- -are classified in Industry 51781, All Other Telecommunications; and  Providing expert advice in the field of information technology or in integrating communication and  computer systems--are classified in Industry 54151, Computer Systems Design and Related Services. "
Satellite Telecommunications,This industry comprises establishments primarily engaged in providing telecommunications services to other establishments in the telecommunications and broadcasting industries by forwarding and receiving communications signals via a system of satellites or reselling satellite telecommunications
Satellite Telecommunications,This industry comprises establishments primarily engaged in providing telecommunications services to other establishments in the telecommunications and broadcasting industries by forwarding and receiving communications signals via a system of satellites or reselling satellite telecommunications
Satellite Telecommunications,This industry comprises establishments primarily engaged in providing telecommunications services to other establishments in the telecommunications and broadcasting industries by forwarding and receiving communications signals via a system of satellites or reselling satellite telecommunications
All Other Telecommunications,"This industry comprises establishments primarily engaged in providing specialized telecommunications services, such as satellite tracking, communications telemetry, and radar station operation. This industry also includes establishments primarily engaged in providing satellite terminal stations and associated facilities connected with one or more terrestrial systems and capable of transmitting telecommunications to, and receiving telecommunications from, satellite systems. Establishments providing Internet services or Voice over Internet protocol (VoIP) services via client-supplied telecommunications connections are also included in this industry. Establishments in this industry do not operate as telecommunications carriers."
All Other Telecommunications,"This industry comprises establishments primarily engaged in providing specialized telecommunications services, such as satellite tracking, communications telemetry, and radar station operation. This industry also includes establishments primarily engaged in providing satellite terminal stations and associated facilities connected with one or more terrestrial systems and capable of transmitting telecommunications to, and receiving telecommunications from, satellite systems. Establishments providing Internet services or Voice over Internet protocol (VoIP) services via client-supplied telecommunications connections are also included in this industry. Establishments in this industry do not operate as telecommunications carriers."
Wired Telecommunications Carriers,"This U.S. industry comprises establishments primarily engaged in operating, maintaining, and/or providing access to transmission facilities and infrastructure that they own and/or lease for the transmission of voice, data, text, sound, and video using wired telecommunications networks. Transmission facilities may be based on a single technology or a combination of technologies. Establishments in this industry use the wired telecommunications network facilities that they operate to provide a variety of services, such as wired telephony services, including VoIP services; wired (cable) audio and video programming distribution; and wired broadband Internet services. By exception, establishments providing satellite television distribution services using facilities and infrastructure that they operate are included in this industry."
Software Publishers,"Producing and distributing motion pictures and videos--are classified in Industry 512110, Motion Picture  and Video Production; and  Producing records and/or releasing, promoting, and distributing sound recordings to wholesalers, retailers,  or directly to the public--are classified in Industry 512250, Record Production and Distribution. "
Libraries and Archives," This industry comprises establishments primarily engaged in providing library or archive services. These  establishments are engaged in maintaining collections of documents (e.g., books, journals, newspapers, and music)  and facilitating the use of such documents (recorded information regardless of its physical form and characteristics)  as required to meet the informational, research, educational, or recreational needs of their user. These  establishments may also acquire, research, store, preserve, and generally make accessible to the public historical  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ documents, photographs, maps, audio material, audiovisual material, and other archival material of historical  interest. All or portions of these collections may be accessible electronically.  Cross-References. Establishments primarily engaged in--  Providing stock film and video footage (via motion picture and video tape libraries) to the media,  multimedia, and advertising industries--are classified in U.S. Industry 512199, Other Motion Picture and  Video Industries;  Providing stock music to the media, multimedia, and advertising industries--are classified in Industry "
Libraries and Archives," This industry comprises establishments primarily engaged in providing library or archive services. These  establishments are engaged in maintaining collections of documents (e.g., books, journals, newspapers, and music)  and facilitating the use of such documents (recorded information regardless of its physical form and characteristics)  as required to meet the informational, research, educational, or recreational needs of their user. These  establishments may also acquire, research, store, preserve, and generally make accessible to the public historical  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ documents, photographs, maps, audio material, audiovisual material, and other archival material of historical  interest. All or portions of these collections may be accessible electronically.  Cross-References. Establishments primarily engaged in--  Providing stock film and video footage (via motion picture and video tape libraries) to the media,  multimedia, and advertising industries--are classified in U.S. Industry 512199, Other Motion Picture and  Video Industries;  Providing stock music to the media, multimedia, and advertising industries--are classified in Industry "
Other Sound Recording Industries," This industry comprises establishments primarily engaged in providing sound recording services (except record  production, distribution, music publishing, and sound recording in a studio). Establishments in this industry provide  services, such as the audio recording of meetings and conferences.  Cross-References. Establishments primarily engaged in--  Promoting and authorizing the use of musical works in various media--are classified in Industry 512230,  Music Publishers;  Providing facilities and technical expertise for recording musical performances--are classified in Industry "
Web Search Portals and All Other Information Services,"This industry comprises establishments primarily engaged in operating Web sites that use a search engine to generate and maintain extensive databases of Internet addresses and content in an easily searchable format (and known as Web search portals) or providing other information services not elsewhere classified. Establishments known as Web search portals often provide additional Internet services, such as email, connections to other Web sites, auctions, news, and other limited content."
All Other Telecommunications,"This industry comprises establishments primarily engaged in providing specialized telecommunications services, such as satellite tracking, communications telemetry, and radar station operation. This industry also includes establishments primarily engaged in providing satellite terminal stations and associated facilities connected with one or more terrestrial systems and capable of transmitting telecommunications to, and receiving telecommunications from, satellite systems. Establishments providing Internet services or Voice over Internet protocol (VoIP) services via client-supplied telecommunications connections are also included in this industry. Establishments in this industry do not operate as telecommunications carriers."
Finance and Insurance,"The Finance and Insurance sector comprises establishments primarily engaged in financial transactions (transactions involving the creation, liquidation, or change in ownership of financial assets) and/or in facilitating financial transactions. Three principal types of activities are identified:
1. Raising funds by taking deposits and/or issuing securities and, in the process, incurring liabilities. Establishments engaged in this activity use raised funds to acquire financial assets by making loans and/or purchasing securities. Putting themselves at risk, they channel funds from lenders to borrowers and transform or repackage the funds with respect to maturity, scale, and risk. This activity is known as financial intermediation.
2. Pooling of risk by underwriting insurance and annuities. Establishments engaged in this activity collect fees, insurance premiums, or annuity considerations; build up reserves; invest those reserves; and make contractual payments. Fees are based on the expected incidence of the insured risk and the expected return on investment.
3. Providing specialized services facilitating or supporting financial intermediation, insurance, and employee benefit programs.
In addition, monetary authorities charged with monetary control are included in this sector.
The subsectors, industry groups, and industries within the Finance and Insurance sector are defined on the basis of their unique production processes. As with all industries, the production processes are distinguished by their use of specialized human resources and specialized physical capital. In addition, the way in which these establishments acquire and allocate financial capital, their source of funds, and the use of those funds provides a third basis for distinguishing characteristics of the production process. For instance, the production process in raising funds through deposit-taking is different from the process of raising funds in bond or money markets. The process of making loans to individuals also requires different production processes than does the creation of investment pools or the underwriting of securities.
Most of the Finance and Insurance subsectors contain one or more industry groups of (1) intermediaries with similar patterns of raising and using funds and (2) establishments engaged in activities that facilitate, or are otherwise related to, that type of financial or insurance intermediation. Industries within this sector are defined in terms of activities for which a production process can be specified, and many of these activities are not exclusive to a particular type of financial institution. To deal with the varied activities taking place within existing financial institutions, the approach is to split these institutions into components performing specialized services. This requires defining the units engaged in providing those services and developing procedures that allow for their delineation. These units are the equivalents for finance and insurance of the establishments defined for other industries.
The output of many financial services, as well as the inputs and the processes by which they are combined, cannot be observed at a single location and can only be defined at a higher level of the organizational structure of the enterprise. Additionally, a number of independent activities that represent separate and distinct production processes may take place at a single location belonging to a multilocation financial firm. Activities are more likely to be homogeneous with respect to production characteristics than are locations, at least in financial services. The classification defines activities broadly enough that it can be used both by those classifying by location and by those employing a more top-down approach to the delineation of the establishment.
Establishments engaged in activities that facilitate, or are otherwise related to, the various types of intermediation are included in multiple subsectors, rather than in a separate subsector dedicated to services alone, because these services are performed by intermediaries, as well as by specialist establishments, and the extent to which the activity of the intermediaries can be separately identified is not clear.
Financial industries are extensive users of electronic means for facilitating the verification of financial balances, authorizing transactions, transferring funds to and from transactors' accounts, notifying banks (or credit card issuers) of the individual transactions, and providing daily summaries. Since these transaction processing activities are integral to the production of finance and insurance services, establishments that principally provide a financial transaction processing service are classified in this sector, rather than in the data processing industry in the Information sector."
Monetary Authorities-Central Bank,"The Monetary Authorities-Central Bank subsector groups establishments that engage in performing central banking functions, such as issuing currency, managing the Nation's money supply and international reserves, holding deposits that represent the reserves of other banks and other central banks, and acting as a fiscal agent for the central government"
Monetary Authorities-Central Bank,"The Monetary Authorities-Central Bank subsector groups establishments that engage in performing central banking functions, such as issuing currency, managing the Nation's money supply and international reserves, holding deposits that represent the reserves of other banks and other central banks, and acting as a fiscal agent for the central government"
Monetary Authorities-Central Bank,"The Monetary Authorities-Central Bank subsector groups establishments that engage in performing central banking functions, such as issuing currency, managing the Nation's money supply and international reserves, holding deposits that represent the reserves of other banks and other central banks, and acting as a fiscal agent for the central government"
Monetary Authorities-Central Bank,"The Monetary Authorities-Central Bank subsector groups establishments that engage in performing central banking functions, such as issuing currency, managing the Nation's money supply and international reserves, holding deposits that represent the reserves of other banks and other central banks, and acting as a fiscal agent for the central government"
Credit Intermediation and Related Activities,"Industries in the Credit Intermediation and Related Activities subsector group establishments that (1) lend funds raised from depositors; (2) lend funds raised from credit market borrowing; or (3) facilitate the lending of funds or issuance of credit by engaging in such activities as mortgage and loan brokerage, clearinghouse and reserve services, and check cashing services."
Depository Credit Intermediation,"This industry group comprises establishments primarily engaged in accepting deposits (or share deposits) and in lending funds from these deposits. Within this group, industries are defined on the basis of differences in the types of deposit liabilities assumed and in the nature of the credit extended."
Commercial Banking," This industry comprises establishments primarily engaged in performing central banking functions, such as issuing  currency, managing the Nation's money supply and international reserves, holding deposits that represent the  reserves of other banks and other central banks, and acting as a fiscal agent for the central government.  Cross-References.   Establishments of the Board of Governors of the Federal Reserve System are classified in Industry 921130, Public  Finance Activities. "
Commercial Banking," This industry comprises establishments primarily engaged in performing central banking functions, such as issuing  currency, managing the Nation's money supply and international reserves, holding deposits that represent the  reserves of other banks and other central banks, and acting as a fiscal agent for the central government.  Cross-References.   Establishments of the Board of Governors of the Federal Reserve System are classified in Industry 921130, Public  Finance Activities. "
"Trust, Fiduciary, and Custody Activities","This U.S. industry comprises establishments primarily engaged in providing trust, fiduciary, and custody services to others, as instructed, on a fee or contract basis, such as bank trust offices and escrow agencies (except real estate)."
Credit Unions,This industry comprises establishments primarily engaged in accepting members' share deposits in cooperatives that are organized to offer consumer loans to their members.
Credit Unions,This industry comprises establishments primarily engaged in accepting members' share deposits in cooperatives that are organized to offer consumer loans to their members.
Nondepository Credit Intermediation,"This industry group comprises establishments, both public (government-sponsored enterprises) and private, primarily engaged in extending credit or lending funds raised by credit market borrowing, such as issuing commercial paper or other debt instruments or by borrowing from other financial intermediaries. Within this group, industries are defined on the basis of the type of credit being extended"
Credit Card Issuing,This industry comprises establishments primarily engaged in providing credit by issuing credit cards. Credit card issuance provides the funds required to purchase goods and services in return for payment of the full balance or payments on an installment basis. Credit card banks are included in this industry.
Credit Card Issuing,This industry comprises establishments primarily engaged in providing credit by issuing credit cards. Credit card issuance provides the funds required to purchase goods and services in return for payment of the full balance or payments on an installment basis. Credit card banks are included in this industry.
Sales Financing," This industry comprises establishments primarily engaged in accepting members' share deposits in cooperatives  that are organized to offer consumer loans to their members.  52218 Savings Institutions and Other Depository Credit Intermediation  See industry description for 522180.  522180 Savings Institutions and Other Depository Credit Intermediation   This industry comprises establishments primarily engaged in accepting deposits, making mortgage, real estate, and  other consumer and commercial loans, and investing in high-grade securities (except commercial banking and credit  unions). Savings and loan associations, savings banks, private banks (i.e., unincorporated banks), and  establishments known as industrial banks or Morris Plans and primarily engaged in accepting deposits are included  in this industry.  Cross-References. Establishments primarily engaged in--  Accepting demand and other deposits and making all types of loans--are classified in Industry 522110,  Commercial Banking;  Accepting members' share deposits in cooperatives--are classified in Industry 522130, Credit Unions; and  Buying, pooling, and repackaging loans for sale to others on the secondary market and establishments  known as industrial banks and Morris Plans and primarily engaged in providing nondepository credit--are  classified in U.S. Industry 522299, International, Secondary Market, and All Other Nondepository Credit  Intermediation. "
